83743;01/01/2012;1200;7.8;
83743;02/01/2012;1200;44.2;
83743;03/01/2012;1200;30.6;
83743;04/01/2012;1200;0;
83743;05/01/2012;1200;0;
83743;06/01/2012;1200;0;
83743;07/01/2012;1200;46.2;
83743;08/01/2012;1200;0;
83743;09/01/2012;1200;2.2;
83743;10/01/2012;1200;0.1;
83743;11/01/2012;1200;0.8;
83743;12/01/2012;1200;0.3;
83743;13/01/2012;1200;0;
83743;14/01/2012;1200;0;
83743;15/01/2012;1200;0.6;
83743;16/01/2012;1200;8.3;
83743;17/01/2012;1200;0.1;
83743;18/01/2012;1200;0;
83743;19/01/2012;1200;0;
83743;20/01/2012;1200;24;
83743;21/01/2012;1200;0;
83743;22/01/2012;1200;0;
83743;23/01/2012;1200;0;
83743;24/01/2012;1200;0;
83743;25/01/2012;1200;0;
83743;26/01/2012;1200;0;
83743;27/01/2012;1200;6.3;
83743;28/01/2012;1200;34.4;
83743;29/01/2012;1200;4.5;
83743;30/01/2012;1200;10.5;
83743;31/01/2012;1200;0;
83743;01/02/2012;1200;5.9;
83743;02/02/2012;1200;0;
83743;03/02/2012;1200;0;
83743;04/02/2012;1200;0;
83743;05/02/2012;1200;0;
83743;06/02/2012;1200;0;
83743;07/02/2012;1200;0;
83743;08/02/2012;1200;0;
83743;09/02/2012;1200;0;
83743;10/02/2012;1200;0;
83743;11/02/2012;1200;20.6;
83743;12/02/2012;1200;5;
83743;13/02/2012;1200;4.6;
83743;14/02/2012;1200;0;
83743;15/02/2012;1200;13.1;
83743;16/02/2012;1200;0;
83743;17/02/2012;1200;0;
83743;18/02/2012;1200;0;
83743;19/02/2012;1200;0;
83743;20/02/2012;1200;0;
83743;21/02/2012;1200;0;
83743;22/02/2012;1200;0;
83743;23/02/2012;1200;13.6;
83743;24/02/2012;1200;0;
83743;25/02/2012;1200;0;
83743;26/02/2012;1200;0;
83743;27/02/2012;1200;0;
83743;28/02/2012;1200;0;
83743;29/02/2012;1200;0;
83743;01/03/2012;1200;0;
83743;02/03/2012;1200;0;
83743;03/03/2012;1200;0;
83743;04/03/2012;1200;0.5;
83743;05/03/2012;1200;0;
83743;06/03/2012;1200;0;
83743;07/03/2012;1200;0;
83743;08/03/2012;1200;0;
83743;09/03/2012;1200;0;
83743;10/03/2012;1200;0;
83743;11/03/2012;1200;0;
83743;12/03/2012;1200;0.3;
83743;13/03/2012;1200;1.1;
83743;14/03/2012;1200;0;
83743;15/03/2012;1200;2.6;
83743;16/03/2012;1200;4.3;
83743;17/03/2012;1200;5.9;
83743;18/03/2012;1200;0.8;
83743;19/03/2012;1200;0;
83743;20/03/2012;1200;0;
83743;21/03/2012;1200;0;
83743;22/03/2012;1200;0;
83743;23/03/2012;1200;18.5;
83743;24/03/2012;1200;7.8;
83743;25/03/2012;1200;32.2;
